"codmun","municipio","uf","regiao","cod_r_saude","r_saude","cod_macro_r_saude","macro_r_saude"
171875,"Rio Sono","Tocantins","Norte","17006","Capim Dourado","17006","MACRORREGIAO CENTRO-SUL"
171880,"Sampaio","Tocantins","Norte","17002","Bico Do Papagaio","17002","MACRORREGIAO DE SAUDE NORTE"
171884,"Sandolândia","Tocantins","Norte","17005","Ilha Do Bananal","17005","MACRORREGIAO CENTRO-SUL"
171886,"Santa Fé do Araguaia","Tocantins","Norte","17001","Medio Norte Araguaia","17001","MACRORREGIAO DE SAUDE NORTE"
171888,"Santa Maria do Tocantins","Tocantins","Norte","17004","Cerrado Tocantins Araguaia","17004","MACRORREGIAO DE SAUDE NORTE"
171889,"Santa Rita do Tocantins","Tocantins","Norte","17005","Ilha Do Bananal","17005","MACRORREGIAO CENTRO-SUL"
171890,"Santa Rosa do Tocantins","Tocantins","Norte","17008","Amor Perfeito","17008","MACRORREGIAO CENTRO-SUL"
171900,"Santa Tereza do Tocantins","Tocantins","Norte","17006","Capim Dourado","17006","MACRORREGIAO CENTRO-SUL"
172000,"Santa Terezinha do Tocantins","Tocantins","Norte","17002","Bico Do Papagaio","17002","MACRORREGIAO DE SAUDE NORTE"
172010,"São Bento do Tocantins","Tocantins","Norte","17002","Bico Do Papagaio","17002","MACRORREGIAO DE SAUDE NORTE"
172015,"São Félix do Tocantins","Tocantins","Norte","17006","Capim Dourado","17006","MACRORREGIAO CENTRO-SUL"
172020,"São Miguel do Tocantins","Tocantins","Norte","17002","Bico Do Papagaio","17002","MACRORREGIAO DE SAUDE NORTE"
172025,"São Salvador do Tocantins","Tocantins","Norte","17005","Ilha Do Bananal","17005","MACRORREGIAO CENTRO-SUL"
172030,"São Sebastião do Tocantins","Tocantins","Norte","17002","Bico Do Papagaio","17002","MACRORREGIAO DE SAUDE NORTE"
172049,"São Valério","Tocantins","Norte","17005","Ilha Do Bananal","17005","MACRORREGIAO CENTRO-SUL"
172065,"Silvanópolis","Tocantins","Norte","17008","Amor Perfeito","17008","MACRORREGIAO CENTRO-SUL"
172080,"Sítio Novo do Tocantins","Tocantins","Norte","17002","Bico Do Papagaio","17002","MACRORREGIAO DE SAUDE NORTE"
172085,"Sucupira","Tocantins","Norte","17005","Ilha Do Bananal","17005","MACRORREGIAO CENTRO-SUL"
170825,"Fortaleza do Tabocão","Tocantins","Norte","17006","Capim Dourado","17006","MACRORREGIAO CENTRO-SUL"
172090,"Taguatinga","Tocantins","Norte","17003","Sudeste","17003","MACRORREGIAO CENTRO-SUL"
172093,"Taipas do Tocantins","Tocantins","Norte","17003","Sudeste","17003","MACRORREGIAO CENTRO-SUL"
172097,"Talismã","Tocantins","Norte","17005","Ilha Do Bananal","17005","MACRORREGIAO CENTRO-SUL"
172110,"Tocantínia","Tocantins","Norte","17006","Capim Dourado","17006","MACRORREGIAO CENTRO-SUL"
172120,"Tocantinópolis","Tocantins","Norte","17002","Bico Do Papagaio","17002","MACRORREGIAO DE SAUDE NORTE"
172125,"Tupirama","Tocantins","Norte","17004","Cerrado Tocantins Araguaia","17004","MACRORREGIAO DE SAUDE NORTE"
172130,"Tupiratins","Tocantins","Norte","17004","Cerrado Tocantins Araguaia","17004","MACRORREGIAO DE SAUDE NORTE"
172208,"Wanderlândia","Tocantins","Norte","17001","Medio Norte Araguaia","17001","MACRORREGIAO DE SAUDE NORTE"
172210,"Xambioá","Tocantins","Norte","17001","Medio Norte Araguaia","17001","MACRORREGIAO DE SAUDE NORTE"
210005,"Açailândia","Maranhão","Nordeste","21001","Acailandia","21001","MACRORREGIAO SUL"
210010,"Afonso Cunha","Maranhão","Nordeste","21005","Caxias","21005","MACRORREGIAO LESTE"
210015,"Água Doce do Maranhão","Maranhão","Nordeste","21006","Chapadinha","21006","MACRORREGIAO NORTE"
210020,"Alcântara","Maranhão","Nordeste","21016","Sao Luis","21016","MACRORREGIAO NORTE"
210030,"Aldeias Altas","Maranhão","Nordeste","21005","Caxias","21005","MACRORREGIAO LESTE"
210040,"Altamira do Maranhão","Maranhão","Nordeste","21002","Bacabal","21002","MACRORREGIAO NORTE"
210043,"Alto Alegre do Maranhão","Maranhão","Nordeste","21007","Codo","21007","MACRORREGIAO LESTE"
210047,"Alto Alegre do Pindaré","Maranhão","Nordeste","21014","Santa Ines","21014","MACRORREGIAO NORTE"
210050,"Alto Parnaíba","Maranhão","Nordeste","21003","Balsas","21003","MACRORREGIAO SUL"
210055,"Amapá do Maranhão","Maranhão","Nordeste","21019","Ze Doca","21019","MACRORREGIAO NORTE"
210060,"Amarante do Maranhão","Maranhão","Nordeste","21008","Imperatriz","21008","MACRORREGIAO SUL"
210070,"Anajatuba","Maranhão","Nordeste","21009","Itapecuru Mirim","21009","MACRORREGIAO NORTE"
210080,"Anapurus","Maranhão","Nordeste","21006","Chapadinha","21006","MACRORREGIAO NORTE"
210083,"Apicum-Açu","Maranhão","Nordeste","21011","Pinheiro","21011","MACRORREGIAO NORTE"
210087,"Araguanã","Maranhão","Nordeste","21019","Ze Doca","21019","MACRORREGIAO NORTE"
210090,"Araioses","Maranhão","Nordeste","21006","Chapadinha","21006","MACRORREGIAO NORTE"
210095,"Arame","Maranhão","Nordeste","21004","Barra Do Corda","21004","MACRORREGIAO SUL"
210100,"Arari","Maranhão","Nordeste","21009","Itapecuru Mirim","21009","MACRORREGIAO NORTE"
210110,"Axixá","Maranhão","Nordeste","21013","Rosario","21013","MACRORREGIAO NORTE"
210120,"Bacabal","Maranhão","Nordeste","21002","Bacabal","21002","MACRORREGIAO NORTE"
210125,"Bacabeira","Maranhão","Nordeste","21013","Rosario","21013","MACRORREGIAO NORTE"
210130,"Bacuri","Maranhão","Nordeste","21011","Pinheiro","21011","MACRORREGIAO NORTE"
210135,"Bacurituba","Maranhão","Nordeste","21018","Viana","21018","MACRORREGIAO NORTE"
210140,"Balsas","Maranhão","Nordeste","21003","Balsas","21003","MACRORREGIAO SUL"
